"user_id","nativeLang"
3701,"Chinese/Cantonese/Yue"
3703,"English"
3706,"Bengali"
3707,"Portuguese"
3708,"Thai"
3709,"Greek"
3715,"English"
3720,"English"
3722,"German"
3727,"Hindi"
3729,"English"
3735,"English"
3737,"English"
3739,"English"
3740,"Hindi"
3741,"English"
3742,"Greek"
3743,"Turkish"
3745,"Thai"
3747,"English"
3753,"Japanese"
3754,"Greek"
3763,"Spanish"
3764,"English"
3765,"English"
3768,"English"
3770,"English"
3773,"Greek"
3778,"Indonesian"
3781,"Indonesian"
3785,"Hungarian"
3789,"Czech"
3791,"English"
3795,"Greek"
3798,"German"
3799,"English"
3800,"Greek"
3802,"English"
3805,"Greek"
3807,"Malayalam"
3817,"English"
3822,"Chorti"
3826,"English"
3829,"Greek"
3831,"English"
3832,"Greek"
3842,"Greek"
3843,"Polish"
3844,"Spanish"
3848,"Greek"
3852,"Japanese"
3854,"English"
3856,"English"
3858,"Greek"
3859,"English"
3868,"Norwegian"
3870,"English"
3873,"English"
3874,"English"
3876,"German"
3878,"English"
3892,"English"
3899,"Turkish"
3901,"English"
3910,"Finnish"
3911,"Japanese"
3913,"Russian"
3914,"Spanish"
3919,"Italian"
3920,"Greek"
3921,"Greek"
3922,"English"
3923,"English"
3925,"English"
3930,"English"
3933,"English"
3935,"Croatian"
3937,"English"
3940,"Turkish"
3942,"Greek"
3944,"Spanish"
3947,"English"
3953,"English"
3963,"French"
3968,"German"
3969,"English"
3973,"English"
3974,"Dutch"
3976,"English"
3979,"Bulgarian"
3980,"Thai"
3981,"Spanish"
3986,"Turkish"
3991,"Turkish"
3994,"Spanish"
3995,"English"
3996,"Greek"
4001,"English"
4011,"German"
4012,"Romanian"
4015,"Turkish"
4021,"Turkish"
4027,"Italian"
4029,"English"
4031,"English"
4032,"Tagalog"
4037,"English"
4038,"English"
4039,"English"
4040,"English"
4049,"English"
4051,"English"
4053,"French"
4058,"English"
4059,"English"
4060,"Turkish"
4065,"English"
4067,"English"
4073,"English"
4075,"Armenian"
4081,"English"
4083,"English"
4086,"English"
4091,"French"
4092,"French"
4093,"English"
4100,"French"
4101,"English"
4103,"English"
4105,"English"
4106,"English"
4107,"English"
4109,"English"
4113,"English"
4124,"Armenian"
4126,"English"
4130,"Chinese/Mandarin"
4132,"Chinese/Cantonese/Yue"
4136,"English"
4139,"Chinese/Qiong Wen"
4141,"Chinese/Mandarin"
4143,"English"
4155,"English"
4157,"English"
4161,"Spanish"
4165,"English"
4170,"Korean"
4173,"Russian"
4174,"Chinese/Mandarin"
4177,"English"
4180,"Chinese/Cantonese/Yue"
4183,"English"
4193,"English"
4194,"Spanish"
4196,"Greek"
4199,"English"
4200,"English"
4204,"Turkish"
4208,"English"
4210,"English"
4211,"German"
4213,"Algerian"
4217,"English"
4219,"Finnish"
4222,"Turkish"
4225,"Chinese/Cantonese/Yue"
4226,"Afrikaans"
4232,"Italian"
4233,"Turkish"
4236,"Italian"
4248,"English"
4249,"Russian"
4252,"Italian"
4257,"English"
4265,"English"
4266,"Dutch"
4271,"Russian"
4272,"Kazakh"
4274,"English"
4281,"English"
4287,"English"
4290,"English"
4293,"English"
4295,"English"
4298,"English"
4299,"Other"
4302,"English"
4309,"English"
4310,"English"
4312,"English"
4315,"Polish"
4317,"English"
4318,"English"
4329,"Turkish"
4330,"Finnish"
4331,"Afrikaans"
4336,"English"
4337,"English"
4339,"Russian"
4340,"Serbian"
4344,"English"
4345,"German"
4346,"English"
4347,"English"
4348,"English"
4350,"English"
4351,"English"
4352,"English"
4353,"English"
4363,"English"
4364,"Italian"
4369,"Spanish"
4371,"English"
4372,"English"
4377,"English"
4379,"English"
4387,"English"
4388,"English"
4389,"English"
4390,"English"
4391,"English"
4392,"English"
4394,"English"
4397,"English"
4400,"English"
4404,"Swedish"
4406,"English"
4417,"English"
4419,"Spanish"
4420,"German"
4425,"Swedish"
4426,"English"
4427,"English"
4443,"Italian"
4447,"Spanish"
4452,"Swedish"
4468,"English"
4469,"Turkish"
4471,"French"
4473,"English"
4474,"English"
4476,"English"
4478,"English"
4480,"English"
4483,"English"
4486,"English"
4488,"English"
4490,"French"
4491,"Abkhaz"
4493,"English"
4494,"English"
4504,"English"
4507,"English"
4508,"English"
4510,"Danish"
4514,"English"
4518,"Italian"
4520,"Portuguese"
4522,"English"
4525,"English"
4528,"German"
4529,"English"
4530,"Polish"
4532,"English"
4533,"English"
4542,"Spanish"
4544,"English"
4548,"English"
4552,"English"
4558,"English"
