"user_id","yrsLessons"
36684,"4-6 years"
36685,"Less than a year"
36687,"Less than a year"
36691,"6-10 years"
36695,"4-6 years"
36718,"6-10 years"
36724,"2-4 years"
36728,"More than 10 years"
36738,"2-4 years"
36747,"6-10 years"
36750,"Less than a year"
36755,"4-6 years"
36767,"1-2 years"
36772,"6-10 years"
36775,"More than 10 years"
36786,"4-6 years"
36787,"2-4 years"
36799,"2-4 years"
36814,"1-2 years"
36819,"2-4 years"
36828,"6-10 years"
36831,"2-4 years"
36832,"1-2 years"
36833,"Less than a year"
36839,"2-4 years"
36840,"4-6 years"
36844,"2-4 years"
36846,"2-4 years"
36849,"More than 10 years"
36850,"4-6 years"
36851,"4-6 years"
36860,"Less than a year"
36864,"1-2 years"
36871,"4-6 years"
36886,"2-4 years"
36888,"4-6 years"
36899,"6-10 years"
36902,"6-10 years"
36904,"More than 10 years"
36911,"4-6 years"
36914,"Less than a year"
36917,"2-4 years"
36919,"4-6 years"
36922,"1-2 years"
36923,"1-2 years"
36929,"4-6 years"
36932,"4-6 years"
36941,"4-6 years"
36946,"2-4 years"
36948,"6-10 years"
36952,"4-6 years"
36962,"6-10 years"
36975,"4-6 years"
36977,"2-4 years"
36981,"2-4 years"
36989,"6-10 years"
36991,"1-2 years"
37007,"Less than a year"
37009,"More than 10 years"
37021,"4-6 years"
37035,"4-6 years"
37042,"6-10 years"
37045,"2-4 years"
37048,"6-10 years"
37054,"More than 10 years"
37055,"2-4 years"
37057,"2-4 years"
37066,"Less than a year"
37074,"1-2 years"
37079,"6-10 years"
37101,"6-10 years"
37102,"6-10 years"
37108,"Less than a year"
37116,"4-6 years"
37125,"4-6 years"
37136,"More than 10 years"
37137,"6-10 years"
37139,"4-6 years"
37147,"4-6 years"
37160,"2-4 years"
37161,"2-4 years"
37167,"2-4 years"
37170,"6-10 years"
37171,"1-2 years"
37179,"6-10 years"
37180,"2-4 years"
37190,"More than 10 years"
37219,"More than 10 years"
37223,"6-10 years"
37229,"Less than a year"
37243,"1-2 years"
37244,"More than 10 years"
37250,"4-6 years"
37253,"4-6 years"
37258,"6-10 years"
37260,"Less than a year"
37269,"4-6 years"
37273,"2-4 years"
37274,"6-10 years"
37275,"More than 10 years"
37286,"2-4 years"
37287,"More than 10 years"
37290,"Less than a year"
37303,"1-2 years"
37315,"2-4 years"
37316,"2-4 years"
37320,"More than 10 years"
37323,"6-10 years"
37325,"2-4 years"
37337,"6-10 years"
37344,"2-4 years"
37345,"4-6 years"
37353,"4-6 years"
37354,"2-4 years"
37355,"1-2 years"
37357,"4-6 years"
37362,"6-10 years"
37369,"4-6 years"
37380,"2-4 years"
37387,"Less than a year"
37388,"2-4 years"
37391,"4-6 years"
37395,"4-6 years"
37399,"1-2 years"
37406,"6-10 years"
37408,"4-6 years"
37409,"Less than a year"
37418,"More than 10 years"
37421,"More than 10 years"
37424,"1-2 years"
37433,"6-10 years"
37448,"6-10 years"
37454,"6-10 years"
37455,"1-2 years"
37457,"6-10 years"
37458,"More than 10 years"
37469,"More than 10 years"
37475,"1-2 years"
37482,"2-4 years"
37488,"6-10 years"
37489,"More than 10 years"
37490,"2-4 years"
37528,"6-10 years"
37536,"6-10 years"
37538,"4-6 years"
37539,"6-10 years"
37545,"1-2 years"
37547,"More than 10 years"
37550,"More than 10 years"
37552,"1-2 years"
37554,"More than 10 years"
37562,"6-10 years"
37563,"2-4 years"
37564,"2-4 years"
37565,"2-4 years"
37568,"More than 10 years"
37569,"4-6 years"
37586,"6-10 years"
37589,"4-6 years"
37602,"More than 10 years"
37611,"Less than a year"
37612,"6-10 years"
37614,"4-6 years"
37616,"4-6 years"
37625,"Less than a year"
37626,"Less than a year"
37628,"2-4 years"
37631,"1-2 years"
37638,"2-4 years"
37646,"Less than a year"
37652,"6-10 years"
37653,"4-6 years"
37663,"2-4 years"
37664,"6-10 years"
37665,"6-10 years"
37669,"4-6 years"
37671,"1-2 years"
37672,"2-4 years"
37677,"6-10 years"
37683,"6-10 years"
37684,"2-4 years"
37687,"1-2 years"
37690,"More than 10 years"
37694,"2-4 years"
37705,"1-2 years"
37706,"2-4 years"
37713,"1-2 years"
37714,"6-10 years"
37730,"6-10 years"
37732,"2-4 years"
37733,"4-6 years"
37737,"Less than a year"
37742,"4-6 years"
37748,"2-4 years"
37773,"4-6 years"
37789,"Less than a year"
37792,"6-10 years"
37804,"4-6 years"
37808,"4-6 years"
37816,"1-2 years"
37818,"2-4 years"
37822,"2-4 years"
37823,"Less than a year"
37833,"1-2 years"
37834,"4-6 years"
37854,"2-4 years"
37860,"4-6 years"
37864,"2-4 years"
37866,"Less than a year"
37868,"2-4 years"
37869,"1-2 years"
37872,"2-4 years"
37873,"2-4 years"
37882,"6-10 years"
37889,"2-4 years"
37890,"4-6 years"
37892,"Less than a year"
37903,"4-6 years"
37904,"Less than a year"
37910,"4-6 years"
37914,"1-2 years"
37916,"2-4 years"
37918,"1-2 years"
37920,"2-4 years"
37922,"1-2 years"
37945,"4-6 years"
37948,"4-6 years"
37952,"6-10 years"
37954,"1-2 years"
37955,"6-10 years"
37958,"More than 10 years"
37960,"6-10 years"
37961,"1-2 years"
37970,"6-10 years"
37973,"4-6 years"
37979,"4-6 years"
37984,"4-6 years"
37989,"More than 10 years"
37992,"6-10 years"
38005,"More than 10 years"
38006,"1-2 years"
38009,"More than 10 years"
38031,"1-2 years"
38032,"4-6 years"
38040,"2-4 years"
38047,"1-2 years"
38057,"Less than a year"
38058,"Less than a year"
38062,"1-2 years"
38087,"4-6 years"
38098,"6-10 years"
38119,"2-4 years"
38129,"6-10 years"
38132,"More than 10 years"
38142,"More than 10 years"
38143,"6-10 years"
38156,"More than 10 years"
38163,"Less than a year"
38183,"2-4 years"
38186,"6-10 years"
38190,"2-4 years"
38196,"6-10 years"
38199,"4-6 years"
38202,"4-6 years"
38204,"1-2 years"
38207,"6-10 years"
38215,"6-10 years"
38219,"6-10 years"
38220,"6-10 years"
38225,"2-4 years"
38230,"Less than a year"
38234,"1-2 years"
38236,"4-6 years"
38239,"1-2 years"
38245,"1-2 years"
38248,"2-4 years"
38262,"1-2 years"
38266,"6-10 years"
38272,"6-10 years"
38273,"More than 10 years"
38292,"6-10 years"
38318,"4-6 years"
38331,"6-10 years"
38332,"6-10 years"
38350,"2-4 years"
38354,"Less than a year"
38362,"4-6 years"
38363,"More than 10 years"
38368,"6-10 years"
38379,"More than 10 years"
38380,"4-6 years"
38383,"More than 10 years"
38386,"Less than a year"
38394,"1-2 years"
38395,"More than 10 years"
38396,"Less than a year"
38399,"1-2 years"
38400,"2-4 years"
38403,"Less than a year"
38404,"1-2 years"
38405,"2-4 years"
38406,"2-4 years"
38408,"4-6 years"
38411,"6-10 years"
38412,"1-2 years"
38413,"Less than a year"
38426,"6-10 years"
38432,"6-10 years"
38434,"4-6 years"
38437,"6-10 years"
38438,"2-4 years"
38443,"6-10 years"
38448,"6-10 years"
38449,"1-2 years"
38455,"Less than a year"
38461,"Less than a year"
38465,"1-2 years"
38476,"2-4 years"
38483,"More than 10 years"
38485,"2-4 years"
38491,"2-4 years"
38494,"Less than a year"
38496,"4-6 years"
38498,"6-10 years"
38499,"More than 10 years"
38501,"2-4 years"
38502,"4-6 years"
38505,"4-6 years"
38508,"2-4 years"
38515,"1-2 years"
38519,"More than 10 years"
38528,"2-4 years"
38529,"Less than a year"
38532,"Less than a year"
38537,"6-10 years"
38551,"1-2 years"
38553,"1-2 years"
38572,"1-2 years"
38573,"2-4 years"
38575,"More than 10 years"
38580,"2-4 years"
38608,"1-2 years"
38611,"2-4 years"
38617,"4-6 years"
38620,"6-10 years"
38626,"Less than a year"
38641,"1-2 years"
38643,"6-10 years"
38651,"1-2 years"
38657,"6-10 years"
38664,"Less than a year"
38665,"1-2 years"
38678,"6-10 years"
38679,"2-4 years"
38692,"Less than a year"
38695,"6-10 years"
38703,"6-10 years"
38712,"6-10 years"
38726,"2-4 years"
38733,"More than 10 years"
38741,"6-10 years"
38744,"6-10 years"
38745,"Less than a year"
38746,"4-6 years"
38758,"6-10 years"
38761,"6-10 years"
38768,"Less than a year"
38772,"4-6 years"
38773,"1-2 years"
38781,"2-4 years"
38782,"Less than a year"
38786,"1-2 years"
38788,"More than 10 years"
38798,"1-2 years"
38804,"Less than a year"
38812,"1-2 years"
38813,"4-6 years"
38817,"1-2 years"
38819,"2-4 years"
38822,"6-10 years"
38824,"4-6 years"
38826,"2-4 years"
38841,"1-2 years"
38847,"1-2 years"
38851,"4-6 years"
38852,"More than 10 years"
38855,"1-2 years"
38862,"More than 10 years"
38867,"1-2 years"
38871,"2-4 years"
38872,"1-2 years"
38877,"1-2 years"
38878,"1-2 years"
38880,"2-4 years"
38881,"More than 10 years"
38886,"More than 10 years"
38922,"6-10 years"
38924,"4-6 years"
38928,"More than 10 years"
38932,"2-4 years"
38934,"1-2 years"
38935,"4-6 years"
38952,"4-6 years"
38954,"4-6 years"
38959,"2-4 years"
38961,"4-6 years"
38964,"4-6 years"
38977,"6-10 years"
38981,"More than 10 years"
38984,"1-2 years"
38991,"2-4 years"
38992,"6-10 years"
38994,"1-2 years"
38997,"6-10 years"
39000,"Less than a year"
39001,"1-2 years"
39002,"Less than a year"
39005,"2-4 years"
39007,"6-10 years"
39012,"4-6 years"
39015,"1-2 years"
39019,"1-2 years"
39026,"6-10 years"
39030,"Less than a year"
39034,"6-10 years"
39041,"2-4 years"
39042,"Less than a year"
39045,"6-10 years"
39047,"4-6 years"
39049,"2-4 years"
39070,"1-2 years"
39071,"More than 10 years"
39077,"2-4 years"
39083,"4-6 years"
39095,"4-6 years"
39102,"More than 10 years"
39109,"1-2 years"
39111,"6-10 years"
39118,"More than 10 years"
39121,"6-10 years"
39122,"More than 10 years"
39124,"More than 10 years"
39145,"6-10 years"
39148,"Less than a year"
39151,"1-2 years"
39156,"1-2 years"
39160,"Less than a year"
39162,"1-2 years"
39170,"Less than a year"
39174,"4-6 years"
39175,"1-2 years"
39177,"More than 10 years"
39184,"1-2 years"
39193,"6-10 years"
39198,"6-10 years"
39201,"4-6 years"
39212,"Less than a year"
39216,"4-6 years"
39218,"6-10 years"
39242,"6-10 years"
39246,"More than 10 years"
39247,"6-10 years"
39248,"6-10 years"
39261,"2-4 years"
39264,"6-10 years"
39271,"4-6 years"
39278,"2-4 years"
39282,"1-2 years"
39285,"2-4 years"
39291,"More than 10 years"
39292,"2-4 years"
39293,"More than 10 years"
39294,"6-10 years"
39306,"4-6 years"
39309,"Less than a year"
39311,"2-4 years"
39314,"More than 10 years"
39315,"4-6 years"
39318,"More than 10 years"
39320,"More than 10 years"
39324,"6-10 years"
39325,"6-10 years"
39326,"More than 10 years"
39327,"4-6 years"
39329,"1-2 years"
39334,"4-6 years"
39339,"1-2 years"
39342,"4-6 years"
39348,"6-10 years"
39355,"2-4 years"
39357,"6-10 years"
39358,"6-10 years"
39362,"More than 10 years"
39373,"1-2 years"
39390,"1-2 years"
39391,"1-2 years"
39396,"2-4 years"
39402,"2-4 years"
39408,"Less than a year"
39409,"1-2 years"
39412,"6-10 years"
39415,"Less than a year"
39416,"4-6 years"
39417,"2-4 years"
39421,"More than 10 years"
39437,"More than 10 years"
39440,"4-6 years"
39442,"2-4 years"
39446,"4-6 years"
39448,"2-4 years"
39452,"More than 10 years"
39456,"Less than a year"
39457,"6-10 years"
39458,"More than 10 years"
39459,"2-4 years"
39466,"More than 10 years"
39470,"4-6 years"
39473,"1-2 years"
39477,"More than 10 years"
39479,"2-4 years"
39481,"6-10 years"
39492,"6-10 years"
39499,"1-2 years"
39508,"1-2 years"
39510,"2-4 years"
39517,"2-4 years"
39532,"1-2 years"
39533,"4-6 years"
39535,"4-6 years"
39540,"6-10 years"
39542,"Less than a year"
39550,"6-10 years"
39554,"6-10 years"
39572,"4-6 years"
39581,"6-10 years"
39584,"6-10 years"
39586,"4-6 years"
39596,"1-2 years"
39599,"6-10 years"
39603,"6-10 years"
39606,"2-4 years"
39614,"1-2 years"
39630,"4-6 years"
39641,"6-10 years"
39646,"6-10 years"
39668,"6-10 years"
39676,"More than 10 years"
39677,"2-4 years"
39679,"4-6 years"
39681,"More than 10 years"
39688,"1-2 years"
39706,"4-6 years"
39711,"6-10 years"
39715,"More than 10 years"
39721,"6-10 years"
39724,"2-4 years"
39726,"1-2 years"
39735,"6-10 years"
39741,"More than 10 years"
39750,"6-10 years"
39751,"1-2 years"
39759,"4-6 years"
39761,"1-2 years"
39767,"4-6 years"
39768,"6-10 years"
39769,"Less than a year"
39774,"1-2 years"
39776,"1-2 years"
39782,"2-4 years"
39790,"1-2 years"
39797,"More than 10 years"
39800,"4-6 years"
39806,"More than 10 years"
39807,"4-6 years"
39817,"1-2 years"
39833,"1-2 years"
39856,"1-2 years"
39862,"2-4 years"
39864,"Less than a year"
39871,"6-10 years"
39878,"1-2 years"
39881,"4-6 years"
39883,"4-6 years"
39888,"Less than a year"
39890,"4-6 years"
39895,"1-2 years"
39896,"2-4 years"
39898,"1-2 years"
39915,"More than 10 years"
39923,"4-6 years"
39924,"4-6 years"
39937,"2-4 years"
39939,"2-4 years"
39940,"1-2 years"
39941,"4-6 years"
39966,"6-10 years"
39971,"More than 10 years"
39976,"6-10 years"
39978,"4-6 years"
39981,"1-2 years"
39989,"More than 10 years"
39996,"More than 10 years"
40002,"6-10 years"
40004,"1-2 years"
40007,"4-6 years"
40008,"4-6 years"
40010,"2-4 years"
40014,"6-10 years"
40023,"Less than a year"
40025,"Less than a year"
40026,"Less than a year"
40031,"4-6 years"
40034,"1-2 years"
40047,"More than 10 years"
40049,"4-6 years"
40053,"2-4 years"
40054,"More than 10 years"
40062,"4-6 years"
40069,"2-4 years"
40078,"6-10 years"
40080,"1-2 years"
40084,"More than 10 years"
40091,"4-6 years"
40092,"Less than a year"
40095,"6-10 years"
40100,"2-4 years"
40113,"4-6 years"
40115,"6-10 years"
40117,"6-10 years"
40119,"1-2 years"
40133,"4-6 years"
40136,"6-10 years"
40141,"6-10 years"
40149,"Less than a year"
40152,"2-4 years"
40155,"6-10 years"
40156,"1-2 years"
40157,"4-6 years"
40163,"More than 10 years"
40165,"More than 10 years"
40172,"Less than a year"
40176,"More than 10 years"
40183,"1-2 years"
40184,"1-2 years"
40185,"2-4 years"
40190,"More than 10 years"
40209,"4-6 years"
40211,"2-4 years"
40216,"4-6 years"
40218,"2-4 years"
40219,"2-4 years"
40231,"2-4 years"
40236,"More than 10 years"
40245,"Less than a year"
40248,"More than 10 years"
40251,"Less than a year"
40253,"4-6 years"
40258,"More than 10 years"
40268,"More than 10 years"
40269,"1-2 years"
40272,"1-2 years"
40274,"More than 10 years"
40280,"2-4 years"
40282,"6-10 years"
40295,"More than 10 years"
40301,"Less than a year"
40306,"Less than a year"
40307,"Less than a year"
40310,"4-6 years"
40312,"1-2 years"
40323,"4-6 years"
40325,"1-2 years"
40326,"4-6 years"
40329,"6-10 years"
40330,"4-6 years"
40331,"4-6 years"
40335,"4-6 years"
40345,"6-10 years"
40349,"1-2 years"
40358,"6-10 years"
40368,"More than 10 years"
40377,"2-4 years"
40382,"6-10 years"
40392,"4-6 years"
40396,"1-2 years"
40402,"6-10 years"
40405,"6-10 years"
40407,"4-6 years"
40416,"2-4 years"
40419,"6-10 years"
40443,"6-10 years"
40454,"4-6 years"
40455,"4-6 years"
40457,"2-4 years"
40459,"1-2 years"
40476,"1-2 years"
40486,"1-2 years"
40495,"6-10 years"
40501,"1-2 years"
40502,"4-6 years"
40507,"More than 10 years"
40509,"6-10 years"
40512,"6-10 years"
40513,"1-2 years"
40514,"4-6 years"
40532,"6-10 years"
40534,"6-10 years"
40537,"2-4 years"
40546,"4-6 years"
40548,"1-2 years"
40560,"6-10 years"
40565,"6-10 years"
40567,"4-6 years"
40568,"2-4 years"
40569,"2-4 years"
40572,"2-4 years"
40576,"6-10 years"
40583,"2-4 years"
40602,"4-6 years"
40637,"Less than a year"
40639,"More than 10 years"
40647,"2-4 years"
40659,"4-6 years"
40661,"1-2 years"
40662,"1-2 years"
40670,"More than 10 years"
40677,"6-10 years"
40678,"Less than a year"
40686,"4-6 years"
40690,"More than 10 years"
40697,"6-10 years"
40698,"2-4 years"
40703,"More than 10 years"
40706,"1-2 years"
40708,"6-10 years"
40721,"4-6 years"
40728,"2-4 years"
40750,"Less than a year"
40756,"6-10 years"
40758,"2-4 years"
40762,"4-6 years"
40779,"Less than a year"
40787,"2-4 years"
40795,"Less than a year"
40800,"Less than a year"
40819,"6-10 years"
40822,"2-4 years"
40839,"6-10 years"
40851,"6-10 years"
40860,"4-6 years"
40862,"2-4 years"
40863,"1-2 years"
40867,"1-2 years"
40888,"Less than a year"
40890,"Less than a year"
40912,"4-6 years"
40914,"6-10 years"
40925,"1-2 years"
40944,"More than 10 years"
40947,"4-6 years"
40948,"1-2 years"
40957,"6-10 years"
40960,"1-2 years"
40970,"2-4 years"
40973,"4-6 years"
40988,"2-4 years"
41000,"More than 10 years"
41005,"More than 10 years"
41009,"6-10 years"
41016,"2-4 years"
41017,"More than 10 years"
41025,"6-10 years"
41037,"6-10 years"
41063,"2-4 years"
41081,"6-10 years"
41084,"6-10 years"
41085,"More than 10 years"
41087,"4-6 years"
41090,"6-10 years"
41093,"More than 10 years"
41098,"2-4 years"
41108,"More than 10 years"
41110,"6-10 years"
41114,"Less than a year"
41115,"4-6 years"
41118,"More than 10 years"
41137,"1-2 years"
41139,"Less than a year"
41148,"2-4 years"
41149,"More than 10 years"
41170,"More than 10 years"
41175,"1-2 years"
41176,"1-2 years"
41190,"2-4 years"
41204,"More than 10 years"
41211,"2-4 years"
41214,"6-10 years"
41218,"2-4 years"
41219,"1-2 years"
41222,"4-6 years"
41236,"1-2 years"
41237,"2-4 years"
41250,"2-4 years"
41251,"2-4 years"
41252,"1-2 years"
41254,"1-2 years"
41276,"1-2 years"
41285,"1-2 years"
41286,"More than 10 years"
41287,"Less than a year"
41293,"6-10 years"
41308,"2-4 years"
41319,"2-4 years"
41325,"1-2 years"
41327,"6-10 years"
41329,"More than 10 years"
41338,"2-4 years"
41350,"6-10 years"
41355,"2-4 years"
41356,"2-4 years"
41361,"More than 10 years"
41377,"1-2 years"
41384,"More than 10 years"
41391,"2-4 years"
41392,"More than 10 years"
41393,"Less than a year"
41395,"2-4 years"
41401,"1-2 years"
41406,"More than 10 years"
41423,"1-2 years"
41428,"1-2 years"
41440,"1-2 years"
41445,"6-10 years"
41459,"6-10 years"
41465,"6-10 years"
41466,"1-2 years"
41469,"More than 10 years"
41473,"6-10 years"
41474,"More than 10 years"
41475,"6-10 years"
41478,"1-2 years"
41487,"More than 10 years"
41495,"6-10 years"
41496,"1-2 years"
41503,"1-2 years"
41504,"4-6 years"
41514,"More than 10 years"
41525,"2-4 years"
41528,"6-10 years"
41534,"Less than a year"
41541,"2-4 years"
41545,"4-6 years"
41552,"6-10 years"
41553,"6-10 years"
41556,"1-2 years"
41563,"4-6 years"
41564,"Less than a year"
41575,"6-10 years"
41577,"6-10 years"
41580,"1-2 years"
41591,"2-4 years"
41602,"More than 10 years"
41616,"6-10 years"
41617,"More than 10 years"
41625,"4-6 years"
41630,"6-10 years"
41633,"4-6 years"
41638,"1-2 years"
41643,"4-6 years"
41657,"2-4 years"
41673,"1-2 years"
41679,"6-10 years"
41692,"2-4 years"
41702,"2-4 years"
41708,"More than 10 years"
41715,"6-10 years"
41723,"6-10 years"
41726,"Less than a year"
41733,"6-10 years"
41734,"2-4 years"
41736,"4-6 years"
41741,"6-10 years"
41749,"6-10 years"
41750,"More than 10 years"
41765,"1-2 years"
41766,"2-4 years"
41767,"4-6 years"
41770,"4-6 years"
41773,"More than 10 years"
41775,"4-6 years"
41792,"2-4 years"
41797,"More than 10 years"
41799,"4-6 years"
41802,"2-4 years"
41813,"2-4 years"
41820,"1-2 years"
41821,"More than 10 years"
41822,"Less than a year"
41829,"1-2 years"
41830,"More than 10 years"
41841,"2-4 years"
41842,"4-6 years"
41847,"4-6 years"
41848,"1-2 years"
41855,"2-4 years"
41862,"1-2 years"
41864,"2-4 years"
41865,"More than 10 years"
41868,"4-6 years"
41873,"4-6 years"
41878,"6-10 years"
41880,"6-10 years"
41890,"1-2 years"
41901,"1-2 years"
41903,"Less than a year"
41906,"4-6 years"
41921,"Less than a year"
41922,"2-4 years"
41925,"1-2 years"
41928,"2-4 years"
41936,"2-4 years"
41941,"4-6 years"
41942,"1-2 years"
41943,"More than 10 years"
41946,"6-10 years"
41952,"2-4 years"
41962,"6-10 years"
41963,"4-6 years"
41964,"Less than a year"
41965,"6-10 years"
41967,"More than 10 years"
41978,"1-2 years"
41985,"Less than a year"
41989,"2-4 years"
41994,"4-6 years"
42004,"6-10 years"
42010,"More than 10 years"
42012,"2-4 years"
42023,"4-6 years"
42024,"6-10 years"
42026,"1-2 years"
42035,"4-6 years"
42043,"4-6 years"
42046,"More than 10 years"
42050,"6-10 years"
42055,"4-6 years"
42068,"6-10 years"
42072,"Less than a year"
42074,"6-10 years"
42075,"2-4 years"
42080,"2-4 years"
42089,"1-2 years"
42092,"Less than a year"
42103,"1-2 years"
42108,"6-10 years"
42109,"Less than a year"
42123,"1-2 years"
42133,"Less than a year"
42134,"1-2 years"
42145,"1-2 years"
42146,"4-6 years"
42150,"4-6 years"
42153,"1-2 years"
42160,"6-10 years"
42170,"4-6 years"
42178,"2-4 years"
42179,"2-4 years"
42180,"Less than a year"
42185,"1-2 years"
42187,"2-4 years"
42191,"Less than a year"
42192,"Less than a year"
42193,"6-10 years"
42198,"1-2 years"
42199,"Less than a year"
42203,"6-10 years"
42206,"Less than a year"
42214,"1-2 years"
42216,"Less than a year"
42220,"2-4 years"
42239,"2-4 years"
42243,"More than 10 years"
42244,"Less than a year"
42247,"6-10 years"
42253,"4-6 years"
42275,"6-10 years"
42284,"1-2 years"
42286,"More than 10 years"
42287,"2-4 years"
42291,"2-4 years"
42293,"4-6 years"
42295,"6-10 years"
42303,"4-6 years"
42308,"2-4 years"
42317,"1-2 years"
42325,"6-10 years"
42342,"Less than a year"
42356,"More than 10 years"
42358,"2-4 years"
42361,"2-4 years"
42370,"4-6 years"
42377,"2-4 years"
42383,"2-4 years"
42392,"1-2 years"
42410,"More than 10 years"
42416,"6-10 years"
42421,"Less than a year"
42425,"Less than a year"
42447,"2-4 years"
42450,"Less than a year"
42451,"More than 10 years"
42453,"2-4 years"
42463,"More than 10 years"
42464,"More than 10 years"
42465,"6-10 years"
42467,"4-6 years"
42468,"4-6 years"
42470,"2-4 years"
42474,"1-2 years"
42478,"2-4 years"
42488,"2-4 years"
42489,"2-4 years"
42493,"6-10 years"
42503,"4-6 years"
42504,"2-4 years"
42516,"More than 10 years"
42524,"Less than a year"
42529,"6-10 years"
42530,"1-2 years"
42531,"2-4 years"
42533,"4-6 years"
42542,"6-10 years"
42560,"2-4 years"
42564,"6-10 years"
42575,"1-2 years"
42580,"6-10 years"
42581,"Less than a year"
42583,"2-4 years"
42588,"6-10 years"
42591,"6-10 years"
42592,"More than 10 years"
42595,"6-10 years"
42623,"1-2 years"
42624,"1-2 years"
42627,"6-10 years"
42632,"1-2 years"
42634,"4-6 years"
42635,"1-2 years"
42641,"4-6 years"
42659,"6-10 years"
42662,"2-4 years"
42663,"4-6 years"
42667,"1-2 years"
42670,"1-2 years"
42672,"1-2 years"
42679,"4-6 years"
42682,"2-4 years"
42683,"4-6 years"
42689,"2-4 years"
42699,"2-4 years"
42720,"1-2 years"
42721,"Less than a year"
42725,"1-2 years"
42732,"1-2 years"
42740,"6-10 years"
42744,"Less than a year"
42750,"1-2 years"
42753,"4-6 years"
42757,"2-4 years"
42759,"1-2 years"
42774,"More than 10 years"
42778,"6-10 years"
42779,"2-4 years"
42780,"6-10 years"
42785,"2-4 years"
42789,"6-10 years"
42790,"More than 10 years"
42795,"1-2 years"
42800,"4-6 years"
42801,"More than 10 years"
42802,"Less than a year"
42803,"More than 10 years"
42805,"2-4 years"
42818,"2-4 years"
42820,"6-10 years"
42823,"1-2 years"
42833,"1-2 years"
42836,"1-2 years"
42837,"Less than a year"
42839,"4-6 years"
42840,"Less than a year"
42847,"1-2 years"
42852,"6-10 years"
42858,"4-6 years"
42862,"6-10 years"
42865,"4-6 years"
42869,"2-4 years"
42875,"1-2 years"
42876,"2-4 years"
42887,"2-4 years"
42889,"6-10 years"
42915,"More than 10 years"
42916,"4-6 years"
42922,"2-4 years"
42930,"More than 10 years"
42935,"Less than a year"
42937,"More than 10 years"
42939,"4-6 years"
42944,"1-2 years"
42947,"6-10 years"
42951,"6-10 years"
42952,"4-6 years"
42959,"6-10 years"
42967,"Less than a year"
42968,"4-6 years"
42970,"1-2 years"
42973,"4-6 years"
42978,"More than 10 years"
42984,"1-2 years"
42985,"2-4 years"
43004,"4-6 years"
43005,"2-4 years"
43020,"1-2 years"
43029,"Less than a year"
43036,"2-4 years"
43046,"1-2 years"
43052,"Less than a year"
43054,"More than 10 years"
43058,"1-2 years"
43064,"4-6 years"
43065,"4-6 years"
43069,"6-10 years"
43070,"6-10 years"
43071,"Less than a year"
43088,"1-2 years"
43092,"1-2 years"
43098,"2-4 years"
43099,"More than 10 years"
43102,"2-4 years"
43115,"Less than a year"
43126,"6-10 years"
43127,"Less than a year"
43133,"2-4 years"
43150,"Less than a year"
43151,"1-2 years"
43160,"More than 10 years"
43162,"1-2 years"
43163,"2-4 years"
43166,"1-2 years"
43178,"2-4 years"
43192,"2-4 years"
43194,"2-4 years"
43197,"2-4 years"
43198,"1-2 years"
43201,"1-2 years"
43203,"4-6 years"
43207,"6-10 years"
43210,"2-4 years"
43213,"Less than a year"
43216,"1-2 years"
43217,"2-4 years"
43220,"1-2 years"
43230,"4-6 years"
43239,"6-10 years"
43244,"6-10 years"
43246,"1-2 years"
43249,"6-10 years"
43253,"More than 10 years"
43264,"2-4 years"
43266,"6-10 years"
43270,"More than 10 years"
43273,"2-4 years"
43275,"1-2 years"
43279,"1-2 years"
43285,"6-10 years"
43289,"1-2 years"
43293,"1-2 years"
43305,"More than 10 years"
43309,"4-6 years"
43313,"2-4 years"
43315,"1-2 years"
43321,"4-6 years"
43336,"4-6 years"
43337,"6-10 years"
43343,"1-2 years"
43345,"6-10 years"
43348,"1-2 years"
43365,"2-4 years"
43385,"Less than a year"
43399,"2-4 years"
43400,"More than 10 years"
43401,"6-10 years"
43405,"4-6 years"
43409,"1-2 years"
43413,"Less than a year"
43418,"6-10 years"
43424,"More than 10 years"
43433,"4-6 years"
43434,"2-4 years"
43477,"1-2 years"
43478,"6-10 years"
43479,"4-6 years"
43504,"6-10 years"
43514,"6-10 years"
43520,"4-6 years"
43522,"1-2 years"
43523,"6-10 years"
43526,"More than 10 years"
43528,"2-4 years"
43529,"More than 10 years"
43532,"6-10 years"
43542,"4-6 years"
43552,"4-6 years"
43557,"1-2 years"
43568,"More than 10 years"
43571,"Less than a year"
43578,"6-10 years"
43587,"1-2 years"
43588,"6-10 years"
43590,"2-4 years"
43607,"2-4 years"
43611,"Less than a year"
43614,"Less than a year"
43629,"1-2 years"
43637,"6-10 years"
43639,"4-6 years"
43643,"More than 10 years"
43655,"More than 10 years"
43656,"6-10 years"
43660,"2-4 years"
43664,"6-10 years"
43673,"More than 10 years"
43682,"More than 10 years"
43697,"Less than a year"
43700,"Less than a year"
43708,"More than 10 years"
43710,"6-10 years"
43717,"More than 10 years"
43720,"More than 10 years"
43723,"6-10 years"
43729,"6-10 years"
43740,"1-2 years"
43744,"6-10 years"
43748,"6-10 years"
43755,"2-4 years"
43761,"1-2 years"
43765,"More than 10 years"
43768,"4-6 years"
43774,"6-10 years"
43778,"6-10 years"
43783,"2-4 years"
43793,"4-6 years"
43804,"Less than a year"
43808,"2-4 years"
43813,"More than 10 years"
43832,"1-2 years"
