"user_id","yrsLessons"
109202,"4-6 years"
109203,"2-4 years"
109223,"2-4 years"
109244,"2-4 years"
109258,"More than 10 years"
109266,"2-4 years"
109274,"1-2 years"
109276,"4-6 years"
109277,"1-2 years"
109283,"1-2 years"
109285,"6-10 years"
109286,"More than 10 years"
109287,"Less than a year"
109299,"4-6 years"
109314,"1-2 years"
109329,"2-4 years"
109334,"Less than a year"
109338,"4-6 years"
109340,"More than 10 years"
109351,"More than 10 years"
109373,"1-2 years"
109378,"6-10 years"
109379,"4-6 years"
109399,"More than 10 years"
109400,"4-6 years"
109410,"6-10 years"
109416,"4-6 years"
109433,"4-6 years"
109434,"More than 10 years"
109436,"6-10 years"
109437,"2-4 years"
109439,"Less than a year"
109454,"6-10 years"
109463,"2-4 years"
109469,"1-2 years"
109483,"2-4 years"
109494,"1-2 years"
109505,"Less than a year"
109538,"More than 10 years"
109544,"2-4 years"
109565,"Less than a year"
109580,"2-4 years"
109581,"6-10 years"
109590,"1-2 years"
109591,"1-2 years"
109596,"1-2 years"
109603,"4-6 years"
109619,"More than 10 years"
109636,"More than 10 years"
109645,"1-2 years"
109660,"1-2 years"
109662,"Less than a year"
109664,"4-6 years"
109676,"Less than a year"
109680,"6-10 years"
109685,"2-4 years"
109688,"More than 10 years"
109691,"6-10 years"
109695,"4-6 years"
109702,"6-10 years"
109704,"1-2 years"
109705,"1-2 years"
109720,"6-10 years"
109722,"6-10 years"
109746,"4-6 years"
109766,"4-6 years"
109770,"6-10 years"
109774,"2-4 years"
109792,"1-2 years"
109802,"2-4 years"
109803,"6-10 years"
109805,"2-4 years"
109812,"1-2 years"
109840,"1-2 years"
109848,"2-4 years"
109863,"6-10 years"
109870,"6-10 years"
109874,"4-6 years"
109885,"Less than a year"
109897,"More than 10 years"
109905,"2-4 years"
109908,"2-4 years"
109914,"More than 10 years"
109918,"1-2 years"
109924,"1-2 years"
109930,"2-4 years"
109938,"More than 10 years"
109939,"Less than a year"
109943,"More than 10 years"
109944,"2-4 years"
109976,"1-2 years"
109983,"Less than a year"
110026,"6-10 years"
110029,"4-6 years"
110033,"2-4 years"
110038,"4-6 years"
110045,"2-4 years"
110054,"Less than a year"
110057,"6-10 years"
110067,"4-6 years"
110068,"1-2 years"
110087,"4-6 years"
110088,"2-4 years"
110098,"4-6 years"
110101,"4-6 years"
110110,"More than 10 years"
110123,"4-6 years"
110127,"4-6 years"
110139,"1-2 years"
110155,"6-10 years"
110158,"4-6 years"
110169,"2-4 years"
110171,"2-4 years"
110181,"2-4 years"
110182,"2-4 years"
110184,"6-10 years"
110216,"4-6 years"
110227,"1-2 years"
110242,"2-4 years"
110245,"6-10 years"
110254,"6-10 years"
110288,"More than 10 years"
110289,"More than 10 years"
110291,"6-10 years"
110295,"2-4 years"
110308,"6-10 years"
110311,"More than 10 years"
110314,"6-10 years"
110335,"4-6 years"
110337,"Less than a year"
110344,"4-6 years"
110354,"2-4 years"
110357,"More than 10 years"
110362,"More than 10 years"
110379,"2-4 years"
110380,"1-2 years"
110386,"1-2 years"
110389,"More than 10 years"
110391,"Less than a year"
110401,"1-2 years"
110410,"1-2 years"
110431,"1-2 years"
110438,"1-2 years"
110443,"6-10 years"
110470,"More than 10 years"
110477,"Less than a year"
110510,"1-2 years"
110534,"1-2 years"
110538,"More than 10 years"
110548,"More than 10 years"
110556,"1-2 years"
110569,"2-4 years"
110590,"6-10 years"
110591,"Less than a year"
110594,"6-10 years"
110632,"1-2 years"
110633,"4-6 years"
110660,"Less than a year"
110675,"6-10 years"
110676,"Less than a year"
110677,"2-4 years"
110679,"6-10 years"
110692,"Less than a year"
110694,"4-6 years"
110703,"4-6 years"
110706,"2-4 years"
110707,"Less than a year"
110710,"6-10 years"
110719,"2-4 years"
110730,"2-4 years"
110748,"More than 10 years"
110755,"1-2 years"
110757,"More than 10 years"
110783,"6-10 years"
110788,"4-6 years"
110834,"6-10 years"
110839,"6-10 years"
110862,"6-10 years"
110868,"4-6 years"
110875,"1-2 years"
110898,"6-10 years"
110921,"1-2 years"
110923,"1-2 years"
110924,"More than 10 years"
110925,"1-2 years"
110933,"6-10 years"
110937,"4-6 years"
110938,"6-10 years"
110951,"6-10 years"
110976,"More than 10 years"
110978,"1-2 years"
110985,"6-10 years"
110993,"1-2 years"
110999,"2-4 years"
111001,"More than 10 years"
111049,"2-4 years"
111094,"4-6 years"
111117,"6-10 years"
111134,"1-2 years"
111137,"Less than a year"
111139,"Less than a year"
111151,"1-2 years"
111155,"4-6 years"
111175,"1-2 years"
111178,"6-10 years"
111194,"4-6 years"
111199,"4-6 years"
111203,"More than 10 years"
111212,"4-6 years"
111214,"4-6 years"
111232,"6-10 years"
111250,"6-10 years"
111253,"More than 10 years"
111271,"More than 10 years"
111282,"1-2 years"
111284,"6-10 years"
111287,"2-4 years"
111310,"More than 10 years"
111312,"More than 10 years"
111337,"More than 10 years"
111345,"2-4 years"
111353,"More than 10 years"
111359,"More than 10 years"
111360,"2-4 years"
111365,"4-6 years"
111372,"6-10 years"
111386,"2-4 years"
111387,"6-10 years"
111395,"6-10 years"
111407,"Less than a year"
111421,"More than 10 years"
111423,"More than 10 years"
111436,"4-6 years"
111440,"6-10 years"
111441,"More than 10 years"
111442,"1-2 years"
111446,"2-4 years"
111451,"More than 10 years"
111491,"2-4 years"
111495,"1-2 years"
111496,"2-4 years"
111515,"4-6 years"
111524,"4-6 years"
111525,"1-2 years"
111537,"4-6 years"
111549,"2-4 years"
111561,"More than 10 years"
111563,"6-10 years"
111564,"6-10 years"
111571,"2-4 years"
111595,"More than 10 years"
111601,"6-10 years"
111602,"2-4 years"
111604,"2-4 years"
111608,"More than 10 years"
111609,"6-10 years"
111620,"1-2 years"
111622,"Less than a year"
111632,"Less than a year"
111633,"2-4 years"
111651,"1-2 years"
111661,"4-6 years"
111663,"2-4 years"
111671,"4-6 years"
111683,"2-4 years"
111703,"Less than a year"
111715,"2-4 years"
111718,"6-10 years"
111724,"1-2 years"
111726,"6-10 years"
111728,"More than 10 years"
111735,"More than 10 years"
111737,"2-4 years"
111741,"2-4 years"
111753,"6-10 years"
111767,"1-2 years"
111769,"4-6 years"
111778,"Less than a year"
111788,"2-4 years"
111855,"1-2 years"
111875,"1-2 years"
111878,"4-6 years"
111880,"1-2 years"
111881,"2-4 years"
111886,"2-4 years"
111889,"More than 10 years"
111893,"1-2 years"
111900,"6-10 years"
111915,"Less than a year"
111924,"More than 10 years"
111925,"4-6 years"
111930,"4-6 years"
111933,"6-10 years"
111936,"2-4 years"
111940,"6-10 years"
111956,"Less than a year"
111965,"More than 10 years"
111978,"1-2 years"
111986,"6-10 years"
111990,"Less than a year"
112002,"1-2 years"
112003,"6-10 years"
112011,"4-6 years"
112015,"1-2 years"
112034,"1-2 years"
112036,"2-4 years"
112040,"4-6 years"
112058,"1-2 years"
112059,"Less than a year"
112060,"1-2 years"
112062,"2-4 years"
112080,"6-10 years"
112085,"More than 10 years"
112101,"6-10 years"
112137,"6-10 years"
112143,"6-10 years"
112146,"Less than a year"
112151,"4-6 years"
112156,"2-4 years"
112160,"More than 10 years"
112180,"6-10 years"
112192,"6-10 years"
112204,"2-4 years"
112208,"More than 10 years"
112209,"4-6 years"
112218,"6-10 years"
112219,"Less than a year"
112222,"6-10 years"
112223,"More than 10 years"
112225,"More than 10 years"
112234,"1-2 years"
112245,"6-10 years"
112259,"4-6 years"
112260,"More than 10 years"
112271,"2-4 years"
112307,"1-2 years"
112320,"4-6 years"
112321,"2-4 years"
112323,"More than 10 years"
112327,"Less than a year"
112343,"More than 10 years"
112384,"2-4 years"
112393,"More than 10 years"
112396,"1-2 years"
112402,"2-4 years"
112408,"6-10 years"
112412,"6-10 years"
112422,"4-6 years"
112434,"1-2 years"
112440,"6-10 years"
112446,"2-4 years"
112453,"2-4 years"
112470,"1-2 years"
112481,"6-10 years"
112485,"More than 10 years"
112488,"2-4 years"
112500,"2-4 years"
112508,"More than 10 years"
112509,"6-10 years"
112515,"More than 10 years"
112523,"2-4 years"
112545,"More than 10 years"
112550,"4-6 years"
112564,"4-6 years"
112565,"6-10 years"
112578,"6-10 years"
112598,"6-10 years"
112601,"More than 10 years"
112609,"1-2 years"
112610,"More than 10 years"
112612,"2-4 years"
112614,"4-6 years"
112615,"Less than a year"
112623,"6-10 years"
112634,"4-6 years"
112637,"More than 10 years"
112640,"More than 10 years"
112641,"4-6 years"
112642,"6-10 years"
112647,"6-10 years"
112659,"4-6 years"
112662,"2-4 years"
112682,"2-4 years"
112689,"4-6 years"
112690,"6-10 years"
112702,"1-2 years"
112715,"4-6 years"
112716,"1-2 years"
112736,"2-4 years"
112744,"4-6 years"
112755,"More than 10 years"
112757,"4-6 years"
112764,"2-4 years"
112769,"2-4 years"
112777,"Less than a year"
112785,"6-10 years"
112788,"6-10 years"
112804,"2-4 years"
112813,"4-6 years"
112823,"6-10 years"
112836,"2-4 years"
112837,"4-6 years"
112846,"More than 10 years"
112847,"1-2 years"
112880,"6-10 years"
112885,"2-4 years"
112887,"More than 10 years"
112899,"More than 10 years"
112925,"2-4 years"
112929,"2-4 years"
112945,"6-10 years"
112946,"2-4 years"
112950,"1-2 years"
112955,"6-10 years"
112968,"6-10 years"
112975,"4-6 years"
112980,"More than 10 years"
112982,"More than 10 years"
112986,"More than 10 years"
112989,"4-6 years"
112990,"More than 10 years"
112992,"More than 10 years"
113011,"More than 10 years"
113015,"More than 10 years"
113025,"More than 10 years"
113028,"6-10 years"
113030,"2-4 years"
113036,"More than 10 years"
113038,"2-4 years"
113048,"4-6 years"
113050,"1-2 years"
113060,"6-10 years"
113067,"4-6 years"
113073,"4-6 years"
113095,"Less than a year"
113096,"Less than a year"
113101,"2-4 years"
113107,"1-2 years"
113108,"6-10 years"
113110,"2-4 years"
113112,"More than 10 years"
113117,"2-4 years"
113122,"More than 10 years"
113130,"2-4 years"
113131,"4-6 years"
113136,"2-4 years"
113143,"1-2 years"
113144,"2-4 years"
113150,"2-4 years"
113162,"4-6 years"
113163,"More than 10 years"
113164,"4-6 years"
113169,"4-6 years"
113182,"2-4 years"
113185,"4-6 years"
113189,"2-4 years"
113196,"1-2 years"
113206,"6-10 years"
113215,"More than 10 years"
113221,"4-6 years"
113222,"6-10 years"
113225,"2-4 years"
113226,"6-10 years"
113230,"2-4 years"
113249,"4-6 years"
113254,"More than 10 years"
113256,"4-6 years"
113259,"More than 10 years"
113260,"6-10 years"
113270,"4-6 years"
113271,"More than 10 years"
113274,"More than 10 years"
113279,"1-2 years"
113288,"2-4 years"
113310,"6-10 years"
113320,"Less than a year"
113327,"4-6 years"
113338,"More than 10 years"
113355,"6-10 years"
113369,"2-4 years"
113379,"6-10 years"
113390,"1-2 years"
113391,"2-4 years"
113396,"Less than a year"
113400,"4-6 years"
113401,"2-4 years"
113405,"2-4 years"
113420,"4-6 years"
113424,"1-2 years"
113428,"6-10 years"
113432,"4-6 years"
113433,"1-2 years"
113447,"6-10 years"
113450,"Less than a year"
113453,"Less than a year"
113461,"6-10 years"
113464,"4-6 years"
113474,"6-10 years"
113475,"More than 10 years"
113493,"6-10 years"
113502,"4-6 years"
113511,"More than 10 years"
113513,"6-10 years"
113528,"6-10 years"
113544,"2-4 years"
113545,"4-6 years"
113546,"4-6 years"
113553,"More than 10 years"
113558,"6-10 years"
113570,"4-6 years"
113577,"4-6 years"
113582,"More than 10 years"
113583,"More than 10 years"
113584,"6-10 years"
113592,"2-4 years"
113602,"More than 10 years"
113603,"2-4 years"
113607,"6-10 years"
113609,"More than 10 years"
113611,"6-10 years"
113621,"1-2 years"
113625,"More than 10 years"
113634,"Less than a year"
113640,"6-10 years"
113642,"2-4 years"
113644,"1-2 years"
113646,"More than 10 years"
113647,"More than 10 years"
113655,"1-2 years"
113681,"Less than a year"
113684,"More than 10 years"
113693,"1-2 years"
113708,"More than 10 years"
113716,"More than 10 years"
113724,"More than 10 years"
113733,"Less than a year"
113734,"6-10 years"
113738,"1-2 years"
113740,"2-4 years"
113760,"More than 10 years"
113767,"Less than a year"
113772,"4-6 years"
113776,"2-4 years"
113780,"More than 10 years"
113788,"1-2 years"
113789,"2-4 years"
113791,"6-10 years"
113804,"4-6 years"
113808,"Less than a year"
113817,"6-10 years"
113830,"6-10 years"
113839,"2-4 years"
113840,"Less than a year"
113848,"4-6 years"
113849,"Less than a year"
113850,"Less than a year"
113874,"1-2 years"
113886,"More than 10 years"
113890,"4-6 years"
113897,"4-6 years"
113901,"4-6 years"
113911,"More than 10 years"
113917,"Less than a year"
113924,"More than 10 years"
113937,"6-10 years"
113943,"More than 10 years"
113961,"More than 10 years"
113969,"More than 10 years"
113987,"More than 10 years"
113990,"4-6 years"
113997,"More than 10 years"
113999,"4-6 years"
114005,"2-4 years"
114021,"More than 10 years"
114024,"2-4 years"
114043,"1-2 years"
114064,"1-2 years"
114065,"2-4 years"
114068,"2-4 years"
114070,"4-6 years"
114077,"6-10 years"
114101,"2-4 years"
114104,"More than 10 years"
114122,"2-4 years"
114126,"4-6 years"
114128,"1-2 years"
114144,"More than 10 years"
114155,"4-6 years"
114158,"More than 10 years"
114162,"1-2 years"
114168,"1-2 years"
114196,"1-2 years"
114197,"4-6 years"
114210,"More than 10 years"
114211,"1-2 years"
114215,"More than 10 years"
114219,"4-6 years"
114226,"6-10 years"
114235,"1-2 years"
114262,"6-10 years"
114264,"6-10 years"
114291,"6-10 years"
114323,"6-10 years"
114329,"2-4 years"
114334,"1-2 years"
114337,"6-10 years"
114341,"Less than a year"
114342,"4-6 years"
114345,"More than 10 years"
114355,"1-2 years"
114361,"6-10 years"
114380,"6-10 years"
114382,"1-2 years"
114387,"2-4 years"
114388,"More than 10 years"
114393,"2-4 years"
114394,"More than 10 years"
114398,"6-10 years"
114411,"1-2 years"
114420,"1-2 years"
114425,"4-6 years"
114426,"4-6 years"
114438,"More than 10 years"
114455,"4-6 years"
114461,"6-10 years"
114465,"1-2 years"
114475,"Less than a year"
114490,"Less than a year"
114496,"Less than a year"
114497,"2-4 years"
114502,"6-10 years"
114503,"1-2 years"
114514,"More than 10 years"
114518,"4-6 years"
114533,"6-10 years"
114551,"2-4 years"
114552,"1-2 years"
114559,"1-2 years"
114561,"2-4 years"
114574,"Less than a year"
114575,"1-2 years"
114580,"More than 10 years"
114584,"Less than a year"
114589,"4-6 years"
114595,"1-2 years"
114598,"6-10 years"
114615,"4-6 years"
114622,"4-6 years"
114623,"2-4 years"
114624,"Less than a year"
114633,"1-2 years"
114635,"Less than a year"
114636,"2-4 years"
114644,"6-10 years"
114645,"More than 10 years"
114658,"4-6 years"
114660,"6-10 years"
114664,"6-10 years"
114680,"4-6 years"
114683,"Less than a year"
114689,"6-10 years"
114701,"2-4 years"
114702,"2-4 years"
114703,"More than 10 years"
114705,"1-2 years"
114707,"6-10 years"
114709,"1-2 years"
114719,"2-4 years"
114734,"1-2 years"
114736,"2-4 years"
114740,"1-2 years"
114741,"2-4 years"
114754,"1-2 years"
114760,"2-4 years"
114761,"1-2 years"
114767,"2-4 years"
114770,"2-4 years"
114781,"More than 10 years"
114789,"2-4 years"
114803,"More than 10 years"
114828,"Less than a year"
114835,"2-4 years"
114847,"2-4 years"
114859,"4-6 years"
114860,"More than 10 years"
114865,"1-2 years"
114868,"6-10 years"
114883,"6-10 years"
114898,"More than 10 years"
114911,"6-10 years"
114914,"Less than a year"
114921,"1-2 years"
114932,"Less than a year"
114934,"2-4 years"
114940,"4-6 years"
114948,"6-10 years"
114963,"1-2 years"
114966,"Less than a year"
114967,"More than 10 years"
114976,"More than 10 years"
114997,"1-2 years"
115012,"4-6 years"
115014,"1-2 years"
115021,"More than 10 years"
115026,"4-6 years"
115032,"6-10 years"
115034,"1-2 years"
115042,"Less than a year"
115070,"More than 10 years"
115076,"6-10 years"
115101,"2-4 years"
115119,"4-6 years"
115125,"6-10 years"
115148,"1-2 years"
115159,"2-4 years"
115177,"More than 10 years"
115200,"6-10 years"
115205,"1-2 years"
115219,"6-10 years"
115230,"1-2 years"
115231,"6-10 years"
115234,"2-4 years"
115241,"2-4 years"
115245,"1-2 years"
115256,"4-6 years"
115262,"6-10 years"
115273,"1-2 years"
115276,"6-10 years"
115277,"6-10 years"
115283,"1-2 years"
115284,"More than 10 years"
115288,"4-6 years"
115303,"Less than a year"
115307,"Less than a year"
115310,"More than 10 years"
115313,"4-6 years"
115314,"1-2 years"
115316,"6-10 years"
115334,"4-6 years"
115341,"More than 10 years"
115344,"1-2 years"
115347,"6-10 years"
115349,"2-4 years"
115354,"More than 10 years"
115359,"1-2 years"
115364,"6-10 years"
115369,"4-6 years"
115374,"4-6 years"
115380,"4-6 years"
115387,"More than 10 years"
115399,"6-10 years"
115403,"6-10 years"
115418,"6-10 years"
115439,"2-4 years"
115458,"1-2 years"
115465,"6-10 years"
115478,"6-10 years"
115497,"2-4 years"
115506,"More than 10 years"
115519,"More than 10 years"
115524,"6-10 years"
115535,"More than 10 years"
115538,"1-2 years"
115551,"6-10 years"
115552,"4-6 years"
115560,"4-6 years"
115588,"2-4 years"
115591,"2-4 years"
115595,"More than 10 years"
115612,"More than 10 years"
115618,"4-6 years"
115620,"More than 10 years"
115632,"2-4 years"
115633,"4-6 years"
115637,"4-6 years"
115640,"6-10 years"
115647,"Less than a year"
115651,"6-10 years"
115657,"4-6 years"
115659,"2-4 years"
115665,"Less than a year"
115675,"6-10 years"
115680,"1-2 years"
115681,"6-10 years"
115684,"More than 10 years"
115723,"6-10 years"
115726,"6-10 years"
115729,"Less than a year"
115767,"Less than a year"
115773,"6-10 years"
115797,"2-4 years"
115798,"More than 10 years"
115813,"2-4 years"
115829,"2-4 years"
115831,"Less than a year"
115833,"4-6 years"
115835,"2-4 years"
115846,"2-4 years"
115855,"More than 10 years"
115856,"6-10 years"
115857,"4-6 years"
115859,"More than 10 years"
115869,"Less than a year"
115899,"More than 10 years"
115909,"4-6 years"
115924,"4-6 years"
115925,"6-10 years"
115932,"4-6 years"
115938,"2-4 years"
115944,"6-10 years"
115949,"More than 10 years"
115964,"2-4 years"
115966,"6-10 years"
115969,"6-10 years"
115980,"6-10 years"
115981,"2-4 years"
115982,"6-10 years"
115997,"More than 10 years"
116018,"6-10 years"
116019,"6-10 years"
116035,"4-6 years"
116040,"6-10 years"
116044,"2-4 years"
116061,"2-4 years"
116065,"More than 10 years"
116075,"Less than a year"
116097,"Less than a year"
116109,"6-10 years"
116144,"2-4 years"
116154,"6-10 years"
116158,"2-4 years"
116162,"More than 10 years"
116165,"2-4 years"
116167,"Less than a year"
116180,"6-10 years"
116186,"2-4 years"
116192,"6-10 years"
116194,"2-4 years"
116199,"1-2 years"
116212,"Less than a year"
116219,"2-4 years"
116223,"Less than a year"
116237,"2-4 years"
116241,"4-6 years"
116269,"More than 10 years"
116274,"4-6 years"
116307,"2-4 years"
116312,"4-6 years"
116319,"1-2 years"
116325,"4-6 years"
116334,"More than 10 years"
116335,"More than 10 years"
116346,"2-4 years"
116347,"Less than a year"
116350,"1-2 years"
116352,"2-4 years"
116355,"Less than a year"
116362,"Less than a year"
116367,"1-2 years"
116368,"2-4 years"
116373,"2-4 years"
116377,"2-4 years"
116389,"1-2 years"
116394,"Less than a year"
116400,"More than 10 years"
116409,"6-10 years"
116415,"2-4 years"
116430,"More than 10 years"
116433,"Less than a year"
116441,"4-6 years"
116448,"More than 10 years"
116454,"4-6 years"
116466,"More than 10 years"
116472,"More than 10 years"
116492,"4-6 years"
116514,"2-4 years"
116518,"More than 10 years"
116523,"Less than a year"
116537,"6-10 years"
116548,"6-10 years"
116556,"1-2 years"
116560,"More than 10 years"
116564,"1-2 years"
116573,"1-2 years"
116582,"1-2 years"
116592,"1-2 years"
116595,"1-2 years"
116599,"Less than a year"
116606,"4-6 years"
116613,"1-2 years"
116614,"2-4 years"
116622,"4-6 years"
116628,"1-2 years"
116629,"Less than a year"
116656,"Less than a year"
116674,"4-6 years"
116677,"2-4 years"
116695,"More than 10 years"
116698,"4-6 years"
116700,"More than 10 years"
116716,"Less than a year"
116732,"More than 10 years"
116738,"More than 10 years"
116750,"More than 10 years"
116751,"1-2 years"
116755,"2-4 years"
116758,"6-10 years"
116761,"2-4 years"
116772,"More than 10 years"
116780,"1-2 years"
116792,"More than 10 years"
116798,"More than 10 years"
116803,"2-4 years"
116805,"1-2 years"
116808,"4-6 years"
116819,"1-2 years"
116828,"2-4 years"
116831,"6-10 years"
116832,"2-4 years"
116835,"6-10 years"
116851,"6-10 years"
116855,"6-10 years"
116857,"4-6 years"
116873,"Less than a year"
116895,"2-4 years"
116900,"2-4 years"
116908,"4-6 years"
116910,"6-10 years"
116911,"1-2 years"
116924,"6-10 years"
116926,"4-6 years"
116939,"1-2 years"
116941,"2-4 years"
116944,"4-6 years"
116947,"1-2 years"
116979,"4-6 years"
116989,"6-10 years"
116992,"1-2 years"
116995,"6-10 years"
116996,"6-10 years"
116998,"Less than a year"
116999,"1-2 years"
117000,"6-10 years"
117004,"2-4 years"
117010,"2-4 years"
117022,"1-2 years"
117029,"2-4 years"
117046,"1-2 years"
117057,"More than 10 years"
117068,"2-4 years"
117078,"Less than a year"
117080,"More than 10 years"
117082,"1-2 years"
117085,"More than 10 years"
117097,"6-10 years"
117102,"2-4 years"
117105,"Less than a year"
117107,"1-2 years"
117123,"6-10 years"
117154,"4-6 years"
117158,"Less than a year"
117161,"6-10 years"
117172,"More than 10 years"
117182,"Less than a year"
117186,"2-4 years"
117193,"2-4 years"
117196,"1-2 years"
117203,"2-4 years"
117205,"4-6 years"
117206,"Less than a year"
117217,"6-10 years"
117220,"Less than a year"
117229,"2-4 years"
117231,"6-10 years"
117235,"2-4 years"
117240,"4-6 years"
117246,"2-4 years"
117250,"2-4 years"
117259,"4-6 years"
117264,"4-6 years"
117266,"1-2 years"
117268,"4-6 years"
117270,"More than 10 years"
117282,"2-4 years"
117289,"4-6 years"
117298,"4-6 years"
117331,"2-4 years"
117338,"6-10 years"
117343,"6-10 years"
117344,"Less than a year"
117349,"More than 10 years"
117353,"2-4 years"
117355,"6-10 years"
117387,"Less than a year"
117388,"2-4 years"
117392,"4-6 years"
117397,"1-2 years"
117407,"4-6 years"
117413,"1-2 years"
117415,"4-6 years"
117416,"Less than a year"
117417,"6-10 years"
117421,"2-4 years"
117422,"2-4 years"
117424,"Less than a year"
117425,"6-10 years"
117428,"2-4 years"
117431,"More than 10 years"
117446,"Less than a year"
117447,"2-4 years"
117455,"2-4 years"
117463,"More than 10 years"
117464,"6-10 years"
117467,"1-2 years"
117494,"1-2 years"
117564,"4-6 years"
117569,"6-10 years"
117598,"Less than a year"
117628,"4-6 years"
117636,"Less than a year"
117646,"Less than a year"
117655,"6-10 years"
117664,"2-4 years"
117675,"6-10 years"
117680,"Less than a year"
117688,"1-2 years"
117697,"1-2 years"
117698,"2-4 years"
117706,"2-4 years"
117707,"6-10 years"
117708,"6-10 years"
117709,"2-4 years"
117716,"2-4 years"
117717,"2-4 years"
117719,"1-2 years"
117720,"4-6 years"
117721,"1-2 years"
117737,"1-2 years"
117743,"More than 10 years"
117745,"More than 10 years"
117754,"2-4 years"
117766,"2-4 years"
117773,"1-2 years"
117778,"Less than a year"
117779,"More than 10 years"
117780,"1-2 years"
117781,"2-4 years"
117793,"2-4 years"
117795,"2-4 years"
117799,"More than 10 years"
117800,"6-10 years"
117802,"4-6 years"
117807,"2-4 years"
117809,"4-6 years"
117813,"4-6 years"
117821,"4-6 years"
117825,"4-6 years"
117827,"Less than a year"
117829,"More than 10 years"
117830,"1-2 years"
117832,"Less than a year"
117838,"2-4 years"
117840,"Less than a year"
117841,"4-6 years"
117853,"Less than a year"
117854,"More than 10 years"
117855,"More than 10 years"
117857,"2-4 years"
117864,"More than 10 years"
117874,"2-4 years"
117875,"Less than a year"
117876,"4-6 years"
117881,"6-10 years"
117887,"1-2 years"
117890,"4-6 years"
117892,"Less than a year"
117898,"2-4 years"
117902,"4-6 years"
117913,"4-6 years"
117931,"1-2 years"
117934,"More than 10 years"
117936,"1-2 years"
117942,"2-4 years"
117943,"More than 10 years"
117957,"Less than a year"
117968,"More than 10 years"
117974,"4-6 years"
117991,"6-10 years"
117993,"4-6 years"
118000,"More than 10 years"
118005,"2-4 years"
118014,"6-10 years"
118021,"1-2 years"
118028,"Less than a year"
118047,"2-4 years"
118050,"2-4 years"
118055,"4-6 years"
118061,"2-4 years"
118085,"4-6 years"
118089,"1-2 years"
118095,"2-4 years"
118101,"4-6 years"
118108,"2-4 years"
118113,"1-2 years"
118122,"2-4 years"
118136,"1-2 years"
118141,"4-6 years"
118151,"6-10 years"
118153,"6-10 years"
118154,"6-10 years"
118159,"More than 10 years"
118162,"2-4 years"
118165,"6-10 years"
118177,"2-4 years"
118183,"1-2 years"
118201,"4-6 years"
118209,"6-10 years"
118213,"6-10 years"
118219,"More than 10 years"
118224,"4-6 years"
118235,"4-6 years"
118242,"1-2 years"
118243,"More than 10 years"
118250,"More than 10 years"
118254,"Less than a year"
118263,"4-6 years"
118272,"6-10 years"
118274,"1-2 years"
118293,"6-10 years"
118299,"1-2 years"
118301,"1-2 years"
118322,"6-10 years"
118347,"2-4 years"
118355,"More than 10 years"
118357,"4-6 years"
118362,"6-10 years"
118383,"6-10 years"
118389,"6-10 years"
118390,"6-10 years"
118396,"More than 10 years"
118401,"1-2 years"
118405,"6-10 years"
118414,"6-10 years"
118423,"6-10 years"
118427,"4-6 years"
118431,"More than 10 years"
118448,"4-6 years"
118455,"1-2 years"
118470,"2-4 years"
118477,"More than 10 years"
118486,"More than 10 years"
118513,"1-2 years"
118514,"Less than a year"
118526,"2-4 years"
118529,"6-10 years"
118554,"1-2 years"
118558,"6-10 years"
118573,"2-4 years"
118577,"6-10 years"
118578,"4-6 years"
118590,"2-4 years"
118595,"6-10 years"
118613,"More than 10 years"
118614,"1-2 years"
118622,"2-4 years"
118629,"More than 10 years"
118630,"4-6 years"
118658,"4-6 years"
118659,"4-6 years"
118677,"6-10 years"
118678,"6-10 years"
118679,"More than 10 years"
118720,"Less than a year"
118726,"4-6 years"
118728,"1-2 years"
118730,"Less than a year"
118732,"4-6 years"
118740,"4-6 years"
118749,"2-4 years"
118754,"4-6 years"
118762,"Less than a year"
118764,"1-2 years"
118765,"6-10 years"
118766,"Less than a year"
118774,"Less than a year"
118775,"4-6 years"
118784,"2-4 years"
118785,"6-10 years"
118788,"6-10 years"
118791,"1-2 years"
118805,"6-10 years"
118809,"2-4 years"
118815,"Less than a year"
118817,"4-6 years"
118836,"Less than a year"
118843,"Less than a year"
118844,"1-2 years"
118864,"2-4 years"
118870,"Less than a year"
118876,"6-10 years"
118878,"2-4 years"
118884,"More than 10 years"
118891,"6-10 years"
118906,"4-6 years"
118907,"6-10 years"
118916,"More than 10 years"
118928,"Less than a year"
118930,"1-2 years"
118950,"More than 10 years"
118952,"6-10 years"
118960,"1-2 years"
118970,"4-6 years"
118990,"2-4 years"
119006,"More than 10 years"
119010,"4-6 years"
119016,"2-4 years"
119034,"1-2 years"
119038,"Less than a year"
119040,"1-2 years"
119045,"Less than a year"
119054,"2-4 years"
119060,"More than 10 years"
119070,"6-10 years"
119074,"4-6 years"
119075,"4-6 years"
119079,"6-10 years"
119097,"1-2 years"
119102,"4-6 years"
119108,"4-6 years"
119112,"More than 10 years"
119132,"More than 10 years"
119133,"1-2 years"
119149,"1-2 years"
119161,"6-10 years"
119178,"6-10 years"
119203,"2-4 years"
119207,"1-2 years"
119214,"1-2 years"
119224,"More than 10 years"
119229,"2-4 years"
119233,"2-4 years"
119255,"2-4 years"
119271,"More than 10 years"
119306,"4-6 years"
119309,"4-6 years"
119311,"2-4 years"
119315,"More than 10 years"
119317,"4-6 years"
119320,"More than 10 years"
119322,"1-2 years"
119327,"1-2 years"
