Row,dips,pVals
noLessons,0.00511102379595833,<0.0001
0-1yr,0.00936794281254164,0.0001
1-2yrs,0.0175740305053716,<0.0001
2-4yrs,0.0322069590734272,<0.0001
4-6yrs,0.0152648727648604,<0.0001
6-10yrs,0.0106282511947549,<0.0001
>10yrs,0.00634739125310219,0.0127
